Subject,Body,manual_label
Action needed on report,"Please assign an owner to the final doc edits and send to publishing.

Thanks!",Request / Action Item
Action needed on report,"Can you take the lead on documenting this process? It needs to go into the wiki this week.

Talk soon.",Request / Action Item
Need approval,Please assign an owner to the final doc edits and send to publishing.,Request / Action Item
Action needed on report,"Hoping to get your approval on the vendor shortlist by COB today.

Thanks!",Request / Action Item
Action needed on report,"Can you take the lead on documenting this process? It needs to go into the wiki this week.

Thanks!",Request / Action Item
Can you take this?,Please assign an owner to the final doc edits and send to publishing.,Request / Action Item
Task follow-up,"Can you take the lead on documenting this process? It needs to go into the wiki this week.

Thanks!",Request / Action Item
Need approval,"Hoping to get your approval on the vendor shortlist by COB today.

Thanks!",Request / Action Item
Need approval,"Hoping to get your approval on the vendor shortlist by COB today.

Thoughts?",Request / Action Item
Need approval,"Please review the attached summary and send me your notes before our meeting at 3.

Thoughts?",Request / Action Item
Task follow-up,"We need to respond to the partner inquiry by Friday can someone own that?

Let me know if that works.",Request / Action Item
Task follow-up,Hoping to get your approval on the vendor shortlist by COB today.,Request / Action Item
Action needed on report,Can you take the lead on documenting this process? It needs to go into the wiki this week.,Request / Action Item
Request for input,"Please assign an owner to the final doc edits and send to publishing.

Talk soon.",Request / Action Item
Request for input,"We need to respond to the partner inquiry by Friday can someone own that?

Talk soon.",Request / Action Item
Can you take this?,"Can you take the lead on documenting this process? It needs to go into the wiki this week.

Thoughts?",Request / Action Item
Request for input,"We need to respond to the partner inquiry by Friday can someone own that?

Let me know if that works.",Request / Action Item
Task follow-up,"Can you take the lead on documenting this process? It needs to go into the wiki this week.

Talk soon.",Request / Action Item
Need approval,Please review the attached summary and send me your notes before our meeting at 3.,Request / Action Item
Request for input,"We need to respond to the partner inquiry by Friday can someone own that?

Thoughts?",Request / Action Item
Can you take this?,"Please assign an owner to the final doc edits and send to publishing.

Let me know if that works.",Request / Action Item
Request for input,Can you take the lead on documenting this process? It needs to go into the wiki this week.,Request / Action Item
Can you take this?,"Please review the attached summary and send me your notes before our meeting at 3.

Let me know if that works.",Request / Action Item
Can you take this?,"Hoping to get your approval on the vendor shortlist by COB today.

Talk soon.",Request / Action Item
Task follow-up,"Hoping to get your approval on the vendor shortlist by COB today.

Thanks!",Request / Action Item
Request for input,"Can you take the lead on documenting this process? It needs to go into the wiki this week.

Thanks!",Request / Action Item
Need approval,"Can you take the lead on documenting this process? It needs to go into the wiki this week.

Thoughts?",Request / Action Item
Request for input,"Please review the attached summary and send me your notes before our meeting at 3.

Talk soon.",Request / Action Item
Action needed on report,Hoping to get your approval on the vendor shortlist by COB today.,Request / Action Item
Can you take this?,"Hoping to get your approval on the vendor shortlist by COB today.

Thoughts?",Request / Action Item
Task follow-up,"Please review the attached summary and send me your notes before our meeting at 3.

Talk soon.",Request / Action Item
Task follow-up,"Please review the attached summary and send me your notes before our meeting at 3.

Thoughts?",Request / Action Item
Dashboard insights,"Summary table below shows adoption trends across four user segments.

Thanks!",Report / Summary
Q2 report,"Here's the deck from Tuesday's review slides 4–7 show key client metrics.

Thanks!",Report / Summary
Summary from Tuesday,"The NPS score dipped this month; comments suggest issues with onboarding speed.

Talk soon.",Report / Summary
Survey results,"Please review the monthly wrap-up and flag any missing data before publishing.

Thanks!",Report / Summary
Weekly recap,Here's the deck from Tuesday's review slides 4–7 show key client metrics.,Report / Summary
Weekly recap,"Here's the deck from Tuesday's review slides 4–7 show key client metrics.

Talk soon.",Report / Summary
Dashboard insights,"Here's the deck from Tuesday's review slides 4–7 show key client metrics.

Talk soon.",Report / Summary
Q2 report,"Summary table below shows adoption trends across four user segments.

Talk soon.",Report / Summary
Q2 report,"Summary table below shows adoption trends across four user segments.

Thanks!",Report / Summary
Q2 report,"Please review the monthly wrap-up and flag any missing data before publishing.

Thoughts?",Report / Summary
Weekly recap,"Attached is a summary of ticket volume by region and category, plus historical comparisons to Q1 and Q2.

Talk soon.",Report / Summary
Summary from Tuesday,"Here's the deck from Tuesday's review slides 4–7 show key client metrics.

Talk soon.",Report / Summary
Q2 report,"Attached is a summary of ticket volume by region and category, plus historical comparisons to Q1 and Q2.

Thanks!",Report / Summary
Q2 report,"Attached is a summary of ticket volume by region and category, plus historical comparisons to Q1 and Q2.

Thoughts?",Report / Summary
Weekly recap,"Attached is a summary of ticket volume by region and category, plus historical comparisons to Q1 and Q2.",Report / Summary
Q2 report,Summary table below shows adoption trends across four user segments.,Report / Summary
Survey results,"The NPS score dipped this month; comments suggest issues with onboarding speed.

Let me know if that works.",Report / Summary
Q2 report,"Please review the monthly wrap-up and flag any missing data before publishing.

Talk soon.",Report / Summary
Q2 report,Here's the deck from Tuesday's review slides 4–7 show key client metrics.,Report / Summary
Dashboard insights,"Summary table below shows adoption trends across four user segments.

Let me know if that works.",Report / Summary
Summary from Tuesday,"Summary table below shows adoption trends across four user segments.

Let me know if that works.",Report / Summary
Dashboard insights,"Please review the monthly wrap-up and flag any missing data before publishing.

Thoughts?",Report / Summary
Dashboard insights,"Attached is a summary of ticket volume by region and category, plus historical comparisons to Q1 and Q2.

Thanks!",Report / Summary
Q2 report,"Attached is a summary of ticket volume by region and category, plus historical comparisons to Q1 and Q2.",Report / Summary
Dashboard insights,"Please review the monthly wrap-up and flag any missing data before publishing.

Let me know if that works.",Report / Summary
Summary from Tuesday,"Here's the deck from Tuesday's review slides 4–7 show key client metrics.

Thoughts?",Report / Summary
Weekly recap,"Here's the deck from Tuesday's review slides 4–7 show key client metrics.

Let me know if that works.",Report / Summary
Dashboard insights,"Attached is a summary of ticket volume by region and category, plus historical comparisons to Q1 and Q2.",Report / Summary
Q2 report,"Here's the deck from Tuesday's review slides 4–7 show key client metrics.

Thoughts?",Report / Summary
Dashboard insights,"Here's the deck from Tuesday's review slides 4–7 show key client metrics.

Thanks!",Report / Summary
Dashboard insights,"The NPS score dipped this month; comments suggest issues with onboarding speed.

Let me know if that works.",Report / Summary
Summary from Tuesday,"Summary table below shows adoption trends across four user segments.

Thoughts?",Report / Summary
Dashboard insights,"Here's the deck from Tuesday's review slides 4–7 show key client metrics.

Let me know if that works.",Report / Summary
Survey results,"Attached is a summary of ticket volume by region and category, plus historical comparisons to Q1 and Q2.",Report / Summary
Summary from Tuesday,Please review the monthly wrap-up and flag any missing data before publishing.,Report / Summary
Q2 report,"Please review the monthly wrap-up and flag any missing data before publishing.

Thanks!",Report / Summary
Summary from Tuesday,"Summary table below shows adoption trends across four user segments.

Thanks!",Report / Summary
Q2 report,The NPS score dipped this month; comments suggest issues with onboarding speed.,Report / Summary
Dashboard insights,"The NPS score dipped this month; comments suggest issues with onboarding speed.

Talk soon.",Report / Summary
Weekly recap,"Summary table below shows adoption trends across four user segments.

Talk soon.",Report / Summary
Dashboard insights,The NPS score dipped this month; comments suggest issues with onboarding speed.,Report / Summary
Survey results,Here's the deck from Tuesday's review slides 4–7 show key client metrics.,Report / Summary
Summary from Tuesday,"Summary table below shows adoption trends across four user segments.

Talk soon.",Report / Summary
Weekly recap,Please review the monthly wrap-up and flag any missing data before publishing.,Report / Summary
Survey results,"The NPS score dipped this month; comments suggest issues with onboarding speed.

Thoughts?",Report / Summary
Weekly recap,The NPS score dipped this month; comments suggest issues with onboarding speed.,Report / Summary
Survey results,"Attached is a summary of ticket volume by region and category, plus historical comparisons to Q1 and Q2.

Thoughts?",Report / Summary
Q2 report,"Attached is a summary of ticket volume by region and category, plus historical comparisons to Q1 and Q2.

Talk soon.",Report / Summary
Weekly recap,"Summary table below shows adoption trends across four user segments.

Thanks!",Report / Summary
Summary from Tuesday,"Attached is a summary of ticket volume by region and category, plus historical comparisons to Q1 and Q2.",Report / Summary
Dashboard insights,Please review the monthly wrap-up and flag any missing data before publishing.,Report / Summary
Q2 report,"Attached is a summary of ticket volume by region and category, plus historical comparisons to Q1 and Q2.

Let me know if that works.",Report / Summary
Weekly recap,"Here's the deck from Tuesday's review slides 4–7 show key client metrics.

Thanks!",Report / Summary
Q2 report,Please review the monthly wrap-up and flag any missing data before publishing.,Report / Summary
Summary from Tuesday,Summary table below shows adoption trends across four user segments.,Report / Summary
Weekly recap,"Please review the monthly wrap-up and flag any missing data before publishing.

Thoughts?",Report / Summary
Survey results,"Attached is a summary of ticket volume by region and category, plus historical comparisons to Q1 and Q2.

Let me know if that works.",Report / Summary
Survey results,"Here's the deck from Tuesday's review slides 4–7 show key client metrics.

Talk soon.",Report / Summary
Dashboard insights,"Attached is a summary of ticket volume by region and category, plus historical comparisons to Q1 and Q2.

Thoughts?",Report / Summary
Dashboard insights,"Attached is a summary of ticket volume by region and category, plus historical comparisons to Q1 and Q2.

Talk soon.",Report / Summary
Weekly recap,"Summary table below shows adoption trends across four user segments.

Thoughts?",Report / Summary
Q2 report,"Summary table below shows adoption trends across four user segments.

Thoughts?",Report / Summary
Survey results,"Please review the monthly wrap-up and flag any missing data before publishing.

Thoughts?",Report / Summary
Weekly recap,"The NPS score dipped this month; comments suggest issues with onboarding speed.

Let me know if that works.",Report / Summary
Summary from Tuesday,Here's the deck from Tuesday's review slides 4–7 show key client metrics.,Report / Summary
Survey results,"Please review the monthly wrap-up and flag any missing data before publishing.

Talk soon.",Report / Summary
Survey results,"The NPS score dipped this month; comments suggest issues with onboarding speed.

Talk soon.",Report / Summary
Summary from Tuesday,"Here's the deck from Tuesday's review slides 4–7 show key client metrics.

Thanks!",Report / Summary
Survey results,"Summary table below shows adoption trends across four user segments.

Thanks!",Report / Summary
Survey results,The NPS score dipped this month; comments suggest issues with onboarding speed.,Report / Summary
Dashboard insights,"Attached is a summary of ticket volume by region and category, plus historical comparisons to Q1 and Q2.

Let me know if that works.",Report / Summary
Dashboard insights,"Summary table below shows adoption trends across four user segments.

Talk soon.",Report / Summary
Summary from Tuesday,"Please review the monthly wrap-up and flag any missing data before publishing.

Let me know if that works.",Report / Summary
Q2 report,"Here's the deck from Tuesday's review slides 4–7 show key client metrics.

Talk soon.",Report / Summary
Summary from Tuesday,The NPS score dipped this month; comments suggest issues with onboarding speed.,Report / Summary
Q2 report,"The NPS score dipped this month; comments suggest issues with onboarding speed.

Thanks!",Report / Summary
Weekly recap,"The NPS score dipped this month; comments suggest issues with onboarding speed.

Thanks!",Report / Summary
Survey results,"Here's the deck from Tuesday's review slides 4–7 show key client metrics.

Thoughts?",Report / Summary
Q2 report,"The NPS score dipped this month; comments suggest issues with onboarding speed.

Talk soon.",Report / Summary
Survey results,Summary table below shows adoption trends across four user segments.,Report / Summary
Weekly recap,"Attached is a summary of ticket volume by region and category, plus historical comparisons to Q1 and Q2.

Thanks!",Report / Summary
Summary from Tuesday,"The NPS score dipped this month; comments suggest issues with onboarding speed.

Let me know if that works.",Report / Summary
Weekly recap,"Summary table below shows adoption trends across four user segments.

Let me know if that works.",Report / Summary
Dashboard insights,"Summary table below shows adoption trends across four user segments.

Thoughts?",Report / Summary
Survey results,"Summary table below shows adoption trends across four user segments.

Let me know if that works.",Report / Summary
Survey results,"Summary table below shows adoption trends across four user segments.

Thoughts?",Report / Summary
Summary from Tuesday,"The NPS score dipped this month; comments suggest issues with onboarding speed.

Thoughts?",Report / Summary
Dashboard insights,Summary table below shows adoption trends across four user segments.,Report / Summary
Dashboard insights,Here's the deck from Tuesday's review slides 4–7 show key client metrics.,Report / Summary
Q2 report,"Please review the monthly wrap-up and flag any missing data before publishing.

Let me know if that works.",Report / Summary
Survey results,Please review the monthly wrap-up and flag any missing data before publishing.,Report / Summary
Dashboard insights,"The NPS score dipped this month; comments suggest issues with onboarding speed.

Thanks!",Report / Summary
Summary from Tuesday,"Please review the monthly wrap-up and flag any missing data before publishing.

Thoughts?",Report / Summary
Dashboard insights,"Please review the monthly wrap-up and flag any missing data before publishing.

Thanks!",Report / Summary
Survey results,"Attached is a summary of ticket volume by region and category, plus historical comparisons to Q1 and Q2.

Thanks!",Report / Summary
Weekly recap,Summary table below shows adoption trends across four user segments.,Report / Summary
Access request,"I'm unable to log into the new system using my SSO was this fully deployed?

Talk soon.",Support / Technical Issue
Login problem,"Ticket #4321 is still unresolved team says fix went out but it's not reflecting.

Thanks!",Support / Technical Issue
Login problem,"FYI new bug surfaced in mobile version; see screenshots from QA.

Talk soon.",Support / Technical Issue
Production issue,"Ticket #4321 is still unresolved team says fix went out but it's not reflecting.

Thanks!",Support / Technical Issue
Bug follow-up,"I'm unable to log into the new system using my SSO was this fully deployed?

Talk soon.",Support / Technical Issue
Bug follow-up,"FYI new bug surfaced in mobile version; see screenshots from QA.

Talk soon.",Support / Technical Issue
Production issue,"I'm unable to log into the new system using my SSO was this fully deployed?

Talk soon.",Support / Technical Issue
Login problem,"Ticket #4321 is still unresolved team says fix went out but it's not reflecting.

Thoughts?",Support / Technical Issue
Urgent ticket,"FYI new bug surfaced in mobile version; see screenshots from QA.

Thanks!",Support / Technical Issue
Login problem,"Dev noted a config mismatch between staging and prod environments. Deployment may fail.

Talk soon.",Support / Technical Issue
Production issue,"Ticket #4321 is still unresolved team says fix went out but it's not reflecting.

Let me know if that works.",Support / Technical Issue
Access request,I'm unable to log into the new system using my SSO was this fully deployed?,Support / Technical Issue
Bug follow-up,"Ticket #4321 is still unresolved team says fix went out but it's not reflecting.

Thanks!",Support / Technical Issue
Urgent ticket,"Ticket #4321 is still unresolved team says fix went out but it's not reflecting.

Thoughts?",Support / Technical Issue
Urgent ticket,"Dev noted a config mismatch between staging and prod environments. Deployment may fail.

Thanks!",Support / Technical Issue
Login problem,"Can you grant read-only access to the folder for our contractor? Their ID is below.

Thanks!",Support / Technical Issue
Production issue,"Can you grant read-only access to the folder for our contractor? Their ID is below.

Talk soon.",Support / Technical Issue
Access request,"FYI new bug surfaced in mobile version; see screenshots from QA.

Thanks!",Support / Technical Issue
Login problem,"Can you grant read-only access to the folder for our contractor? Their ID is below.

Let me know if that works.",Support / Technical Issue
Production issue,Dev noted a config mismatch between staging and prod environments. Deployment may fail.,Support / Technical Issue
Bug follow-up,Dev noted a config mismatch between staging and prod environments. Deployment may fail.,Support / Technical Issue
Urgent ticket,"Ticket #4321 is still unresolved team says fix went out but it's not reflecting.

Let me know if that works.",Support / Technical Issue
Urgent ticket,"I'm unable to log into the new system using my SSO was this fully deployed?

Let me know if that works.",Support / Technical Issue
Bug follow-up,"FYI new bug surfaced in mobile version; see screenshots from QA.

Thoughts?",Support / Technical Issue
Production issue,"I'm unable to log into the new system using my SSO was this fully deployed?

Thoughts?",Support / Technical Issue
Urgent ticket,I'm unable to log into the new system using my SSO was this fully deployed?,Support / Technical Issue
Login problem,Dev noted a config mismatch between staging and prod environments. Deployment may fail.,Support / Technical Issue
Production issue,I'm unable to log into the new system using my SSO was this fully deployed?,Support / Technical Issue
Bug follow-up,"Ticket #4321 is still unresolved team says fix went out but it's not reflecting.

Thoughts?",Support / Technical Issue
Production issue,"Dev noted a config mismatch between staging and prod environments. Deployment may fail.

Thanks!",Support / Technical Issue
Production issue,Can you grant read-only access to the folder for our contractor? Their ID is below.,Support / Technical Issue
Urgent ticket,"Dev noted a config mismatch between staging and prod environments. Deployment may fail.

Let me know if that works.",Support / Technical Issue
Bug follow-up,"Dev noted a config mismatch between staging and prod environments. Deployment may fail.

Thoughts?",Support / Technical Issue
Bug follow-up,"Ticket #4321 is still unresolved team says fix went out but it's not reflecting.

Let me know if that works.",Support / Technical Issue
Urgent ticket,"Ticket #4321 is still unresolved team says fix went out but it's not reflecting.

Talk soon.",Support / Technical Issue
Urgent ticket,"Can you grant read-only access to the folder for our contractor? Their ID is below.

Talk soon.",Support / Technical Issue
Access request,"I'm unable to log into the new system using my SSO was this fully deployed?

Thanks!",Support / Technical Issue
Access request,"FYI new bug surfaced in mobile version; see screenshots from QA.

Thoughts?",Support / Technical Issue
Production issue,"Dev noted a config mismatch between staging and prod environments. Deployment may fail.

Talk soon.",Support / Technical Issue
Production issue,"Ticket #4321 is still unresolved team says fix went out but it's not reflecting.

Thoughts?",Support / Technical Issue
Login problem,"Ticket #4321 is still unresolved team says fix went out but it's not reflecting.

Let me know if that works.",Support / Technical Issue
Production issue,"Dev noted a config mismatch between staging and prod environments. Deployment may fail.

Thoughts?",Support / Technical Issue
Access request,"Ticket #4321 is still unresolved team says fix went out but it's not reflecting.

Thoughts?",Support / Technical Issue
Access request,"Ticket #4321 is still unresolved team says fix went out but it's not reflecting.

Let me know if that works.",Support / Technical Issue
Bug follow-up,Ticket #4321 is still unresolved team says fix went out but it's not reflecting.,Support / Technical Issue
Login problem,"Dev noted a config mismatch between staging and prod environments. Deployment may fail.

Thanks!",Support / Technical Issue
Production issue,"Can you grant read-only access to the folder for our contractor? Their ID is below.

Thanks!",Support / Technical Issue
Access request,Can you grant read-only access to the folder for our contractor? Their ID is below.,Support / Technical Issue
Access request,"Can you grant read-only access to the folder for our contractor? Their ID is below.

Talk soon.",Support / Technical Issue
Bug follow-up,"I'm unable to log into the new system using my SSO was this fully deployed?

Let me know if that works.",Support / Technical Issue
Bug follow-up,Can you grant read-only access to the folder for our contractor? Their ID is below.,Support / Technical Issue
Urgent ticket,"I'm unable to log into the new system using my SSO was this fully deployed?

Thanks!",Support / Technical Issue
Urgent ticket,Can you grant read-only access to the folder for our contractor? Their ID is below.,Support / Technical Issue
Production issue,"I'm unable to log into the new system using my SSO was this fully deployed?

Thanks!",Support / Technical Issue
Production issue,Ticket #4321 is still unresolved team says fix went out but it's not reflecting.,Support / Technical Issue
Urgent ticket,"Can you grant read-only access to the folder for our contractor? Their ID is below.

Let me know if that works.",Support / Technical Issue
Login problem,Ticket #4321 is still unresolved team says fix went out but it's not reflecting.,Support / Technical Issue
Production issue,"Can you grant read-only access to the folder for our contractor? Their ID is below.

Thoughts?",Support / Technical Issue
Access request,FYI new bug surfaced in mobile version; see screenshots from QA.,Support / Technical Issue
Login problem,"I'm unable to log into the new system using my SSO was this fully deployed?

Thoughts?",Support / Technical Issue
Login problem,"Ticket #4321 is still unresolved team says fix went out but it's not reflecting.

Talk soon.",Support / Technical Issue
Access request,"Ticket #4321 is still unresolved team says fix went out but it's not reflecting.

Talk soon.",Support / Technical Issue
Bug follow-up,"Dev noted a config mismatch between staging and prod environments. Deployment may fail.

Let me know if that works.",Support / Technical Issue
Login problem,"I'm unable to log into the new system using my SSO was this fully deployed?

Thanks!",Support / Technical Issue
Access request,"Can you grant read-only access to the folder for our contractor? Their ID is below.

Let me know if that works.",Support / Technical Issue
Bug follow-up,"Can you grant read-only access to the folder for our contractor? Their ID is below.

Thanks!",Support / Technical Issue
Production issue,"Can you grant read-only access to the folder for our contractor? Their ID is below.

Let me know if that works.",Support / Technical Issue
Bug follow-up,"Can you grant read-only access to the folder for our contractor? Their ID is below.

Talk soon.",Support / Technical Issue
Login problem,"Dev noted a config mismatch between staging and prod environments. Deployment may fail.

Let me know if that works.",Support / Technical Issue
Bug follow-up,"Can you grant read-only access to the folder for our contractor? Their ID is below.

Thoughts?",Support / Technical Issue
Access request,Dev noted a config mismatch between staging and prod environments. Deployment may fail.,Support / Technical Issue
Access request,"FYI new bug surfaced in mobile version; see screenshots from QA.

Talk soon.",Support / Technical Issue
Login problem,"I'm unable to log into the new system using my SSO was this fully deployed?

Let me know if that works.",Support / Technical Issue
Login problem,FYI new bug surfaced in mobile version; see screenshots from QA.,Support / Technical Issue
Bug follow-up,"Dev noted a config mismatch between staging and prod environments. Deployment may fail.

Talk soon.",Support / Technical Issue
Login problem,"FYI new bug surfaced in mobile version; see screenshots from QA.

Thoughts?",Support / Technical Issue
Bug follow-up,"Dev noted a config mismatch between staging and prod environments. Deployment may fail.

Thanks!",Support / Technical Issue
Bug follow-up,FYI new bug surfaced in mobile version; see screenshots from QA.,Support / Technical Issue
Urgent ticket,Ticket #4321 is still unresolved team says fix went out but it's not reflecting.,Support / Technical Issue
Access request,"Dev noted a config mismatch between staging and prod environments. Deployment may fail.

Let me know if that works.",Support / Technical Issue
Login problem,"Dev noted a config mismatch between staging and prod environments. Deployment may fail.

Thoughts?",Support / Technical Issue
Access request,"FYI new bug surfaced in mobile version; see screenshots from QA.

Let me know if that works.",Support / Technical Issue
Urgent ticket,"Can you grant read-only access to the folder for our contractor? Their ID is below.

Thoughts?",Support / Technical Issue
Production issue,FYI new bug surfaced in mobile version; see screenshots from QA.,Support / Technical Issue
Urgent ticket,Dev noted a config mismatch between staging and prod environments. Deployment may fail.,Support / Technical Issue
Access request,"Can you grant read-only access to the folder for our contractor? Their ID is below.

Thoughts?",Support / Technical Issue
Urgent ticket,FYI new bug surfaced in mobile version; see screenshots from QA.,Support / Technical Issue
Login problem,I'm unable to log into the new system using my SSO was this fully deployed?,Support / Technical Issue
Login problem,Can you grant read-only access to the folder for our contractor? Their ID is below.,Support / Technical Issue
Login problem,"I'm unable to log into the new system using my SSO was this fully deployed?

Talk soon.",Support / Technical Issue
Urgent ticket,"FYI new bug surfaced in mobile version; see screenshots from QA.

Talk soon.",Support / Technical Issue
Org change announcement,"Please be advised that all travel requests must now be submitted through the new system effective Monday.

Thoughts?",Announcement / Info
Org change announcement,"As shared in the all-hands, the product org is being reorganized under new leadership.

Thoughts?",Announcement / Info
Org change announcement,"No action required just flagging the updated brand guidelines now live in the drive.

Thoughts?",Announcement / Info
FYI on doc updates,"Here's the updated template we'll be using for QBRs moving forward.

Let me know if that works.",Announcement / Info
Info only,No action required just flagging the updated brand guidelines now live in the drive.,Announcement / Info
FYI on doc updates,Please be advised that all travel requests must now be submitted through the new system effective Monday.,Announcement / Info
Info only,"Here's the updated template we'll be using for QBRs moving forward.

Talk soon.",Announcement / Info
New process in effect,"No action required just flagging the updated brand guidelines now live in the drive.

Thoughts?",Announcement / Info
FYI on doc updates,"Please be advised that all travel requests must now be submitted through the new system effective Monday.

Thoughts?",Announcement / Info
Info only,"Here's the updated template we'll be using for QBRs moving forward.

Thoughts?",Announcement / Info
Info only,"As shared in the all-hands, the product org is being reorganized under new leadership.

Thoughts?",Announcement / Info
FYI on doc updates,"Please be advised that all travel requests must now be submitted through the new system effective Monday.

Thanks!",Announcement / Info
FYI on doc updates,"As shared in the all-hands, the product org is being reorganized under new leadership.

Thanks!",Announcement / Info
Team event details,"Thursday's team event will start at 4PM in the large conference room snacks provided.

Let me know if that works.",Announcement / Info
Team event details,Here's the updated template we'll be using for QBRs moving forward.,Announcement / Info
Team event details,Please be advised that all travel requests must now be submitted through the new system effective Monday.,Announcement / Info
New process in effect,"Please be advised that all travel requests must now be submitted through the new system effective Monday.

Talk soon.",Announcement / Info
New process in effect,No action required just flagging the updated brand guidelines now live in the drive.,Announcement / Info
New process in effect,"As shared in the all-hands, the product org is being reorganized under new leadership.

Let me know if that works.",Announcement / Info
New process in effect,"Here's the updated template we'll be using for QBRs moving forward.

Let me know if that works.",Announcement / Info
Team event details,"As shared in the all-hands, the product org is being reorganized under new leadership.",Announcement / Info
New process in effect,"Please be advised that all travel requests must now be submitted through the new system effective Monday.

Thoughts?",Announcement / Info
Info only,Here's the updated template we'll be using for QBRs moving forward.,Announcement / Info
Org change announcement,"No action required just flagging the updated brand guidelines now live in the drive.

Thanks!",Announcement / Info
Info only,"Thursday's team event will start at 4PM in the large conference room snacks provided.

Talk soon.",Announcement / Info
New process in effect,Here's the updated template we'll be using for QBRs moving forward.,Announcement / Info
FYI on doc updates,"Please be advised that all travel requests must now be submitted through the new system effective Monday.

Let me know if that works.",Announcement / Info
Org change announcement,"Here's the updated template we'll be using for QBRs moving forward.

Talk soon.",Announcement / Info
New process in effect,"Please be advised that all travel requests must now be submitted through the new system effective Monday.

Let me know if that works.",Announcement / Info
Team event details,Thursday's team event will start at 4PM in the large conference room snacks provided.,Announcement / Info
Team event details,"Thursday's team event will start at 4PM in the large conference room snacks provided.

Thoughts?",Announcement / Info
Team event details,"As shared in the all-hands, the product org is being reorganized under new leadership.

Talk soon.",Announcement / Info
Info only,Thursday's team event will start at 4PM in the large conference room snacks provided.,Announcement / Info
Org change announcement,"Please be advised that all travel requests must now be submitted through the new system effective Monday.

Let me know if that works.",Announcement / Info
Team event details,"Please be advised that all travel requests must now be submitted through the new system effective Monday.

Thoughts?",Announcement / Info
Team event details,"Here's the updated template we'll be using for QBRs moving forward.

Thanks!",Announcement / Info
Team event details,"As shared in the all-hands, the product org is being reorganized under new leadership.

Thanks!",Announcement / Info
Info only,"Please be advised that all travel requests must now be submitted through the new system effective Monday.

Talk soon.",Announcement / Info
FYI on doc updates,No action required just flagging the updated brand guidelines now live in the drive.,Announcement / Info
Org change announcement,"As shared in the all-hands, the product org is being reorganized under new leadership.

Thanks!",Announcement / Info
Org change announcement,"As shared in the all-hands, the product org is being reorganized under new leadership.

Talk soon.",Announcement / Info
Org change announcement,"As shared in the all-hands, the product org is being reorganized under new leadership.

Let me know if that works.",Announcement / Info
FYI on doc updates,"Here's the updated template we'll be using for QBRs moving forward.

Thoughts?",Announcement / Info
Org change announcement,Thursday's team event will start at 4PM in the large conference room snacks provided.,Announcement / Info
Org change announcement,"Here's the updated template we'll be using for QBRs moving forward.

Let me know if that works.",Announcement / Info
Team event details,"No action required just flagging the updated brand guidelines now live in the drive.

Talk soon.",Announcement / Info
Org change announcement,"As shared in the all-hands, the product org is being reorganized under new leadership.",Announcement / Info
Info only,"As shared in the all-hands, the product org is being reorganized under new leadership.",Announcement / Info
FYI on doc updates,Thursday's team event will start at 4PM in the large conference room snacks provided.,Announcement / Info
Org change announcement,Please be advised that all travel requests must now be submitted through the new system effective Monday.,Announcement / Info
Info only,"No action required just flagging the updated brand guidelines now live in the drive.

Thanks!",Announcement / Info
New process in effect,"No action required just flagging the updated brand guidelines now live in the drive.

Let me know if that works.",Announcement / Info
Org change announcement,Here's the updated template we'll be using for QBRs moving forward.,Announcement / Info
Team event details,"Here's the updated template we'll be using for QBRs moving forward.

Thoughts?",Announcement / Info
New process in effect,"As shared in the all-hands, the product org is being reorganized under new leadership.

Talk soon.",Announcement / Info
FYI on doc updates,"Thursday's team event will start at 4PM in the large conference room snacks provided.

Talk soon.",Announcement / Info
New process in effect,"As shared in the all-hands, the product org is being reorganized under new leadership.

Thanks!",Announcement / Info
FYI on doc updates,"No action required just flagging the updated brand guidelines now live in the drive.

Let me know if that works.",Announcement / Info
Org change announcement,"Thursday's team event will start at 4PM in the large conference room snacks provided.

Thoughts?",Announcement / Info
New process in effect,Thursday's team event will start at 4PM in the large conference room snacks provided.,Announcement / Info
Team event details,"No action required just flagging the updated brand guidelines now live in the drive.

Thanks!",Announcement / Info
Info only,"Please be advised that all travel requests must now be submitted through the new system effective Monday.

Thoughts?",Announcement / Info
FYI on doc updates,"As shared in the all-hands, the product org is being reorganized under new leadership.

Talk soon.",Announcement / Info
FYI on doc updates,"As shared in the all-hands, the product org is being reorganized under new leadership.",Announcement / Info
New process in effect,"Here's the updated template we'll be using for QBRs moving forward.

Talk soon.",Announcement / Info
FYI on doc updates,"No action required just flagging the updated brand guidelines now live in the drive.

Thanks!",Announcement / Info
New process in effect,"Here's the updated template we'll be using for QBRs moving forward.

Thanks!",Announcement / Info
Team event details,"Here's the updated template we'll be using for QBRs moving forward.

Let me know if that works.",Announcement / Info
Info only,"As shared in the all-hands, the product org is being reorganized under new leadership.

Talk soon.",Announcement / Info
Info only,"Thursday's team event will start at 4PM in the large conference room snacks provided.

Thanks!",Announcement / Info
Info only,"No action required just flagging the updated brand guidelines now live in the drive.

Let me know if that works.",Announcement / Info
Team event details,"No action required just flagging the updated brand guidelines now live in the drive.

Thoughts?",Announcement / Info
New process in effect,"No action required just flagging the updated brand guidelines now live in the drive.

Talk soon.",Announcement / Info
Team event details,"Here's the updated template we'll be using for QBRs moving forward.

Talk soon.",Announcement / Info
Org change announcement,"Here's the updated template we'll be using for QBRs moving forward.

Thanks!",Announcement / Info
Info only,"As shared in the all-hands, the product org is being reorganized under new leadership.

Thanks!",Announcement / Info
