Subject_new,body_clean,manual_label,topic_embed,topic_label
Greetings,hey havent read try today original message juan carlos perez bofill jcperezvhlprcomenron sent thursday smith matt subject greetings matt long time hear hope youre doing fine new company sorry bother issue know leo sommaripa contacted ill brief point trying save copy database cdr client reference issues come programming intention client database cd able access features need copy unto hard drive possibly modify data saving unto cd makes database readonly theres problem keeping data disk intact working disclaimer paste database problem making readonly file commands disabled specifically buttons review form access compliance operations equipment staffing forms available readonly format ventured programming codes commands following string buttons docmddomenuitem acformbar acrecordsmenu acsaverecord acmenuver temporarily deleted line programming codes far problems accessing levels database cd know exactly string does database safer alternative possible know string critical process answered right bat id appreciate realize priority anymore consume extended period time let know continue seraching channels guess wasnt brief appreciate time effort emailed make arrangements whatevers better jcp juan carlos prez bofill environmental engineer vincenty heres lauria po box san juan pr fax,Meeting / Scheduling,0,Meeting Feedback
FW Chairman Keeses presentation,forwarded jeff dasovichnaenron pm julia wright jwrightskwcom pm marilyn hawes marilynceertorg kelly boyd kellyboydasmcagov karen edson email kedsonnsnet julee malinowskiball email jmballnsnet joseph alamo jalamoenroncom john white email vjwcleanpowerorg john rozsa email johnrozsasencagov john redding johnreddinggenegecom john larrea email johnglarreawilliamscom john fistolera johnfncpacom john fielder email moravekjscecom john fielder email fieldejrscecom john bridges email bridgesjepenergycom joe ronan joercalpinecom joe lyons email josephlyonsasmcagov jim groninger email gronijntexacocom jerry jordan email jordancmuaorg jeff dasovich email jdasovicenroncom jeannie cain email jeannecaincalchambercom jan smutnyjones email smutnyiepacom james d boyd email jimresourcescagov jack stewart email jstewartcmtanet jack gualco jacksongualcogualcogroupcom jack flanigan email jackflaniganflaniganlawcom greg hardy email hardygltexacocom grace davis graceidavisintelcom gordon mcdonald gordonmcdonaldpacificorpcom gary schoonyan schoonglscecom gary heath email gheatheobcagov evelyn elsesser email ekeaelawcom eloy garcia email egarciakapowcom ed yates email edclfpcom doug fernley fernleydougepenergycom dorothy rothrock email drothrockcmtanet dominic dimare dominicdimarecalchambercom derek naten dereknatenrochecom denny samuel email dsamchevroncom dennis price email pricedepenergycom denice cazalet dcazaletapxcom delbert fore email foredelbertepenergycom delaney hunter email dhuntersmithandkemptoncom dan carroll email dcarrolldbsrcom craig brown email browncepenergycom cindy howell chowellsempracom charles bacchi charlesbacchiasmcagov catherine hackney email hacknecescecom carolyn mcintyre email cmcintyresempracom brian kelly email briankellysencagov bob houston email houstgrppacbellnet bob foster email fosterrgscecom keese email wkeeseenergystatecaus dombrowski email cracalretailerscom booth email wboothboothlawcom becky kilbourne email bakilbournecalpxcom barbara barkovich email brbarkovichearthlinknet audra hartmann email athcpuccagov art carter email debinortonaolcom anna ferrera email annaferrerasencagov ann cohn email cohnapscecom allan lippincott email alippinmailarcocom aaron thomas email athomasnewenergycom cc karen jarrell email kjarrellsmurfitcom karen koyano kykoyanocalpxcom karen lindh karenklindhcom karen mills email kmillscfbfcom kari harteloo klcaelawcom kassandra gough email kgoughcalpinecom kathy brandenburg katherinebrandenburgflaniganlawcom katie kaplan kaplaniepacom kay grosulak kgrosulaksppccom keith mccrea email kmccreasablawcom kent g smith email ksmithenergystatecaus kent palmerton kentpalmertonwilliamscom kevin lynch email dianeglennpacificorpcom kevin lynch email kevinlynchpacificorpcom kevin smith email kevinsncpacom kip lipper email kiplippersencagov lawrence lingbloom email lawrencelingbloomsencagov lenny goldberg email lgamothercom louis szablya email szablyalepenergycom marc joseph email mdjosephadamsbroadwellcom mark smith markjsmithfplcom marwan masri email mmasrienergystatecaus michael alcantar email mpaaelawcom michael florio email mflorioturnorg mike kahl email mikahlkapowcom mona petrochko mpetrochenroncom pete conaty email pcaceopacbellnet peter bray email pbraynewpowercom phil nails email philnailsasmcagov phil stohr email pstohrdbsrcom ralph cavanagh email rcavanaghnrdcorg randy chinn randychinnsencagov ray thompson email raythompsonsencagov richard costigan iii esq email richardcostiganasmcagov richard counihan email counihangreenmountaincom richard mesereau email richardmesereauimcasmcagov robert berry berryapxcom robin larson email rlarsoncalsocom scott tomashefsky email stomasheenergystatecaus sheryl carter email scarternrdcorg steve ponder email steveponderfplcom steven m pike email pikesepenergycom stu wilson email swilsoncmuaorg sue mara email smaraenroncom susan reeder sreedersppccom terry winter email twintercalsocom tim schmelzer tschmelzenergystatecaus tommy ross email rosstscecom tony braun brauncmuaorg victoria schaefer schaefvlscecom subject fw chairman keeses presentation attached presentation todays cesg meeting julia b wright executive assistant smith kempton watts ninth street suite sacramento ca fax jwrightskwcom cec presentation notesppt,Meeting / Scheduling,0,Meeting Feedback
Examples of Power Long Descriptions,forwarded elizabeth sagerhouect carlos alatorreenronenronxgate pm elizabeth sagerhouectect cc harry aroraenronenronxgate robert stalfordnaenronenron subject examples power long descriptions elizabeth examples long descriptions phy power let know questionscomments,Other / Uncategorized,0,Meeting Feedback
Dons Birthday Party Invitation,look forward seeing dons birthday invitationexe,Other / Uncategorized,0,Meeting Feedback
Court Gives Green Light to Green Generator To Suspend Edison Contract Sell Electricity Elsewhere,court gives green light green generator suspend edison contract sell electricity business wire p copyright business wire el centro califbusiness wiremarch california court ruled today geothermal energy supplier imperial valley temporarily sell electricity open market despite longterm contracts southern california edison edison breached contract failing pay output nov cal energy operating corp operates complex geothermal plants near salton sea plants filed suit feb imperial county superior court seeking payment edison authorization suspend contracts edison sell power california time edison unable pay power demand david l sokol chairman cal energy said applaud shortterm solution provide revenue lifeline clean renewable power flowing californians unfortunate took court action provide relief intolerable situation sokol noted ruling did assure plants collect approximately million edison owes power produced nov geothermal plants continue pursue legal legislative remedies receive payment said debt continue place great strain operation added edison continued collect tens millions daily ratepayers amassed approximately billion cash open market geothermal plants able receive spot market higher prices renewable generators agreed accept negotiations state edison pge lower price incorporated senate x stalled state legislature edison withdrew support effectively incorporated california public utility commissions proposed order california taxpayers pay difference state buying electricity open market behalf edison pge unfortunate taxpayers paying electricity sokol said result inaction state bad faith edison negotiated blessing knowledge governor legislature arrive longterm pricing assure reliable supply save taxpayers billions pricing clean renewable energy state paying outofstate fossilfuel energy providers longterm contracts half allowed federal law sokol added encouraged governors march announcement proposing legislation action california public utility commission require edison pge begin paying current bills electricity received qualifying facilities calenergy sokol cautioned hopeful legislative regulatory action forward quickly details worked governors proposal quick action question edison willing pay current bills qualifying facilities noted like todays court ruling governors proposal provides plan schedule require edison pay approximately million edison owes power calenergy delivered date calenergys geothermal complex employs workers produces total megawatts supply homes geothermal plants generation renewable sources provide percent californias electricity million homes geothermal plants produce environmentally friendly electricity wells tap superheated water feet underground magma rising fissures earths crust heats water degrees fahrenheit generating plants convert water live steam pressure turns turbines produce electricity plants return slightly cooled water subterranean reservoir reheating renewable resource calenergy members renewable energy creditors committee group green power suppliers formed committee feb explore options collect payments edison group owed million edison note editors david sokol discuss todays ruling media teleconference pm pst today march enter code identify calenergy conference,Meeting / Scheduling,0,Meeting Feedback
SAP SECURITY MAILBOX OUTAGE,having technical problem sap security email box forward security requests box notice need request access sap ibuyit eprocurement contact isc hotline instructions access forms forward processing problem corrected,Support / Technical Issue,0,Meeting Feedback
COM course from Durasoft,durasoft company did java class holding course com object programming enron networks com allows programs written available execution programs language independent basis research members interested technology class people networks spaces unfilled send people course conflicts eprm conference need total soon course group members sign,Other / Uncategorized,0,Meeting Feedback
ANSIXQEnronBusinessEXTREMEENRON ANSIXQDeadlineExtendedto,getting great stories weve extended deadline yo ur enron business extreme enron entries wednesday march idea talking read enron employees famous taking risks ingrained characteristic naturalborn adrenaline junkies think want idea good vacation training ecochallenge driving monster trucks assisting archeological digs siberia tell abou t know employee unusual pastime like missionary work congo chasing tornadoes filming sharks want know send entries email sarahpalmerenroncom fax mail sarah palmer enron public relations ebd houston texas choose favorite extreme stories publish issu e enron business dont forget check current issue newly designed  m,HR / Personal,0,Meeting Feedback
, oooooooo jeffrey oh enron north america sw salmon street fax wtc jeffreyohenroncom portland oooo oooo,Other / Uncategorized,0,Meeting Feedback
aj collins versus houston pipeline,lets make sure durango going say inclined bluff proceed trial lets steve schneider say bonnie whiteenron pm richard b sandershouectect cc lisa robichauxcorpenronenron eileen kislukcorpenronenron subject aj collins versus houston pipeline richard forwarding email received today durango petroleum collins matter hardin county spoke company president today believes exposure like settle matter believe cost hire counsel defend told did believe hpl inclined pay settle case pass request concerned statement letter having given hpl notice year ago remove pipevalve asked correspondence evidence check lisa robichaux determine right way group file placing notice longer right land received notice ignored want consider contributing settlement evidence attempt prove intentional trespass believe collins difficult time proving actual damages need cautious getting situation durangoip petroleum end helping collins prove case eileen kisluk working matter absence weeks just received notice case set trial august plaintiff discovery setting trial sent requests disclosure interrogatoriesrequests production notice trial setting lisa robichaux work john towles right way gather information intend send notice deposition collins week return july meantime agree intend file motion continuance durango like collins did notice request trial setting weddinghoneymoon prepared forward event granted office approximately noon tomorrow questions,Finance / Budget,0,Meeting Feedback
Antiarena TV campaign,flash hotze just bought tv looks like k total week certain tell complete buy isnt public file spot run news letterman consider response spot good tracking polls follow putting archer thursday ahead schedule counter advise,Meeting / Scheduling,0,Meeting Feedback
Campaign Leadership Call Another Change,make note new schedule campaign leadership place mondays thursdays pm cdt scheduled thursday april dont hesitate questions gngr forwarded ginger dernehlnaenron pm ginger dernehl pm mark palmercorpenronenron james d steffesnaenronenron janel guerrerocorpenronenron paul kaufmanpdxectect jeff dasovichnaenronenron howard fromernaenronenron joe hartsoecorpenronenron linda robertsonnaenronenron richard shapironaenronenron susan m landwehrnaenronenron daniel allegrettinaenronenron cc cindy derecskeycorpenronenron marcia lintonnaenronenron linda j noskehouectect lysa akinpdxectect joseph alamonaenronenron bernadette hawkinscorpenronenron lora sullivancorpenronenron ginger dernehlnaenronenron terri millernaenronenron subject change time campaign leadership make note change time campaign leadership beginning tuesday march place daily pm cst instead cst dial number location remain,Meeting / Scheduling,0,Meeting Feedback
Another big name warns,dear subscriber note receiving email opted free daily market analysis newsletter like removed list reply email remove subject line thank december th previous sessions best performing alert tuesdays short trader alert ariba arba lost points alert realtimetraderscom offers free realtime stock alerts day pay chat rooms stock pickers old news morning watch list section contains stocks expected days click mornings watch list stocks  numbers election madness come end presidential election held weeks ago plenty speculation president united states passing day matter gotten complicated causing nation increasingly frustrated entire situation traders convey message financial markets reached point outcome election direction little effect markets frustrated trader said markets looking end matter care point president believe initial reaction outcome mixed cloud clears markets able clear direction tuesday night appears texas governor george bush likely president negative news boosting stock prices just weeks ago news good news financial markets readers recall positive news announcements companies stocks continued trade lower past trading sessions highlighted betterknown names warnings upcoming quarterly earnings entire years outlook interestingly following bad news stocks rallied recover recent losses confused reaction trying make sense interesting development brings important memories time ago months ago pointed better known money managers left business forced make sense understand taking place market course entire street aware happened nasdaq months decades experience markets voiced similar opinions smartest people wall street like warren buffett berkshire hathaway hedge fund manager julian h robertson fund manager george soros difficult make sense market reaction negative news whats puzzling fact companies steadily moving higher despite companies loosing money believe worth pointing taking closer look blindly joining crowd sector analysis big warns tuesday close betterknown names pc world compaq computer cpq warned companys earnings fall short analysts expectations following earnings warning box makers stock briefly dipped bouncing finish session given box maker preannounce negative earnings worth watching component manufacturers make parts computers tech stocks worth watching closely disc drive makers memory producers modem network cardnetwork suppliers audiovideo component makers dow transports stall past sessions wrote transportation stocks benefiting lower crude oil prices best performers sector airlines railroads approaching critical resistance level like alert readers watch possible profit taking tuesday transportation index traded high settling tuesdays index month high crude oil prices stays current levels lower transportation index challenge resistance level higher markets moves higher economic reports bond markets retail report set stage tuesdays long bond moved ticks close wednesday retail sales importexport sales data consensus estimates actual report visit sectors indices page market breadth tuesdays nyse advancedecline reading vs mondays reading tuesdays nasdaq advancedecline reading vs mondays reading new highs new lows tuesdays nyse new highlows vs mondays reading tuesdays nasdaq new highlows vs mondays reading important market moving news visit beforethebell page  important news effect portfolio page provide information stocks going gap open higherlower reasons alert traders actively traded stocks bell upgrades downgrades coverage initiations click following link todays upgrades  dupg rades click following link todays downgrades  ddng rades click following link todays new coverage initiations  dcov erage remember able continue offer service free charge add valuable content site subscribers pass word free services friends colleagues family members use newsgroups chat rooms forums greatly appreciate post message services thank todays key earnings releases company expected earnings symbol aerospace beav bed bathbeyond bbby biomet bmet fuelcell fcel general mills gis toll brothers tol verity vrty wd wdfc disclaimer information provided email informational purposes realtimetraderscom obtains data sources believe reliable realtimetraderscom content providers guarantee accuracy content opinions expressed based sound judgement experience research warranty given implied true reliability responsibility decisions information contained email lies solely individual making decisions realtimetraderscom does offer investment advice consult financial advisor investment decisions rely publication make investment decisions using information contained email user acknowledges heshe read realtimetraderscoms user agreement  agree terms conditions,Meeting / Scheduling,0,Meeting Feedback
Riordan Starts Campaigning in CaliforniaFocused on Energy Issues,havent seen da statements original message mara susan sent thursday november pm dasovich jeff subject riordan starts campaigning californiafocused energy issues great statement da tar baby original message dasovich jeff sent thursday november shapiro richard alvarez ray steffes james d shortridge pat robertson linda mara susan kaufman paul landwehr susan m comnes alan perrino dave subject riordan starts campaigning californiafocused energy issues yesterday riordan kicked things california focused squarely energy key interesting points contracts davis signed huge mistake california fixed elected riordan immediately eliminate davis public power authority elected riordan california join westwide rto ill try rustleup press accounts remarks best jeff,HR / Personal,0,Meeting Feedback
Copyright Notice for EnronOnline,sorry got address wrong yesterday forwarded mark ect legal taylorhouect pm mark ect legal taylor pm raislerksullcromcom gilbergdaullcromcom cc subject copyright notice enrononline preference forwarded mark ect legal taylorhouect pm louise kitchen scott seftonlonectect mark ect legal taylorhouectect justin boydlonectect cc elena kapralovalonectect subject copyright notice enrononline suggest number everybody happy forwarded louise kitchenlonect paul goddard louise kitchenlonect cc subject copyright notice enrononline louise believe need copyright notice page website agency aware far quotes page need exact wording suggest copyright enron corp think word copyright redundant legally speaking enron corp enron corp rights reserved space issue enrononline site currently legal privacy information copyright enron ive told changing wording able make hyperlink need sites merrill lynch merrill lynch hyperlink displays party trademarks important legal information links disclaimers privacy info microsoft microsot corporation rights reserved terms use privacy policy terms use gives disclaimers info party links privacy policy separate link,Legal / Compliance,0,Meeting Feedback
Revisions March Wellhead Estimate,bob revisions march wellhead production estimate resulting prenom meeting held morning revisions counterparty mtr prev nom curr nom sitara louis dreyfus frmly costilla d d north central corp d north central corp d d prize energy resources d d bass enterprisesfrmly richardson d d swift energy d crosstex energy d d new production wagner brown d na houston exploration d na stone energy corp d na hesco gathering oil d na wheeler operating d na safari production d na helmerich payne d na ill continue advise necessary way whats cutoff id like sitara position consistent final number ill provide darren,Meeting / Scheduling,0,Meeting Feedback
The Latest eBiz Has Arrived,check latest issue ebiz homeenroncom click publications ebiz july issue enrononline extends additional trading platforms price caps california power market weather hedging wine bars enron directo begins selling power spain new power company acquires customers lng transporter brings natural gas puerto rico,Finance / Budget,0,Meeting Feedback
Greene Energy,deleted portion left message greg regarding issue able resolve debra perlingiere enron north america corp legal department smith street eb houston texas dperlinenroncom phone fax,Legal / Compliance,0,Meeting Feedback
A Computer and Internet Connection for You and Your Family,forwarded michelle lokayetsenron office chairman office chairman clickathome mailout cc subject computer internet connection family know technology critical enron drives success wil l continue future technology helped enron create new businesses like enron broadband services enron net works responsible applications enrononline enroncreditcom ve seen technology work want family realize benefits home mind excited let know introducing t clickathome program employee computer use home technology permits subsidize internet connection click mouse home computer plus internet access world internet knowledge familys fingertips just signed agreement dell computer corporation provide computer hardware wanted let know program case family considering purchase upgrade home computer internet connection months scope clickathome includes following basic package dell desktop computer highspeed processor floppy disk drive mouse speakers monitor modem cdrom drive windows software employees option receive subsidized internet connection including broadband commercially available participation program available active regular fulltime regular parttime employees enron wholly owned subsidiaries employees enron companies portland general electric eott enron facility services able participate legal accounting tax labor business reasons eligibility includes employed time implementation timing employee signup begin early delivery equipment internet connection follow shortly delive ry equipment participating nonus employees targeted late details program finalized address initial questions weve posted questionandanswer document  schedule espeak session ne ar future opportunity ask questions submit questions comments clickathomeenroncom excited extend investment technology family believe program takes communication enron new leve l creating endless possibilities experience participate broadband internet revolution just reason believe enron great place work,Meeting / Scheduling,0,Meeting Feedback
FW Nuclear Rolling Forecast,original message hgp sent tuesday august pm presto kevin m lloyd imai rika fsturmenroncom herndon rogers davis mark dana gilbertsmith doug subject nuclear rolling forecast attached files weeks nuclear rolling forecast dan,Other / Uncategorized,0,Meeting Feedback
Ammended Closing NYMEX Straddles for Monday December,reflects correction typo previous straddles february money strike thank happy new year john phillips,Legal / Compliance,0,Meeting Feedback
FW Marksman Program,forwarded darron c gironhouect phillip m love pm darron c gironhouectect cc subject fw marksman program forwarded phillip m lovehouect pm shanedobbsfctgcom pm jmjakedmindspringcom dobbswnauburnedu jwoodregionsbankcom stephaniepoolhuntersystemscom dobbsmwauburnedu bigbsonetnet ploveenroncom cc subject fw marksman program original message michael reed sent wednesday august pm bart kelley email linda white email mark atkins email michael reed sr email rodney vaughn email dobbsshane tommy zadick email reed email subject fw marksman program original message kelly henderson sent wednesday august pm michael reed splinter spann subject fw marksman program original message darren richardson sent wednesday august pm kelly henderson rodney haas tracy haddock subject fw marksman program original message sherrij sent tuesday august pm tony dee todd jeanne kaye karmine kimc tracy john lindy david darryl wendy dana subject fw marksman program alcoholexe,Legal / Compliance,0,Meeting Feedback
Sept Agency Draft,responding comments follows sect second sentence definition cumulative net revenues duplicates sentence section regard included cumulative net revenue makeup cumulative net revenue covered just place alternative definition crossreference youre absolutely right purposes section section reference bust ive recast sentence calculation cumulative net revenues expressly subject sections dont believe language sect regarding makeup cumulative net revenue intended purposes section wording suggests included avoid unintended consequences event later use cumulative net revenue contexts wouldnt appropriate include refundrevenues believe confusing ill delete clause sect delete sentence illegal contrary agreement meh peoples charge rate maximum inappropriate suggest meh collect fee doing discussion agree inappropriate contemplate knowing violations federal law ill soften better chance raising regulatory hackles just make peoples responsible refunds let know think easier fair responsible risks knowingly recklessly assume lines end think reference ii typo believe just changed sect want include work related governmental approval ordinary course inclination include avoid arguments peoples whats extraordinary whats ordinary context thank help dt david tucker bracewell patterson llp pennzoil place south tower louisiana houston texas phone fax email dtuckerbracepattcom,Legal / Compliance,0,Meeting Feedback
Power Master,wouldnt use eei form ontario markets integrated annex ontario using eei form right border let s chat regards mark peter keohane chris gaffneytorectect cc greg johnstoncalectect elizabeth sagerhouectect rob milnthorpcalectect mark e haedickehouectect subject power master chris greg putting finishing touches power master gtc greg chris needs master form asap lead ontario industry form development iniative finalize form prepare bullet point memo requested chris comparing differences form eei greg coordinate calgary office meeting traders originators hour unveil explain form asap alberta market opening ppa trading commences jan need push masters signed rely gtc short term chris likewise toronto appropriate milly worthwhile expense greg attend firstontario industry meeting toronto chris greg background developing form mark elizabeth fyi peter chris gaffney greg johnstoncalectect cc peter keohanecalectect elizabeth sagerhouectect subject power master greg sorry bothering power master wondering eta form reason ask going involved industry push ontario develop standard physical bilateral agreement understanding participants want start eei form opgi believes final form obvious reasons peter milly like form industry standard thing helpful brief memo describing differences eei form form rationale differences readily apparent running blackline like benefit knowledge built developing form timing fairly tight meeting initiative november th goal meeting advocate canadianized version eei form great time effort enron expended table draft starting point apparently eei attendance follow elizabeth sager status relationship eei experience developing eei master regards cjg,Meeting / Scheduling,0,Meeting Feedback
FW internal candidate for,donjuan advise jacksons experience,Other / Uncategorized,0,Meeting Feedback
EnTouch Newsletter,business highlights egm fundamentals lowell bezanis joins eig energy intelligence group lowell b e great resource group substantial experience coverin g middle east issues having great contacts trade press egm fundamentals site moved production new address  comments suggestion directed t o heather purcell heather managing enterprisewide contract pira oil electricity natural gas natural gas liquid s eim finance primary focus eim finance group assist transaction teams execution complicated transactions enron capital deployed consist executing funding specific transactio ns bank capital markets currently team focusing th e creation offbalance sheet funding vehicles drawn fund multiple transactions financing recently announced daishowa acquisition addition group focusing creation inventory finance vehicle utilized fund multiple steel commodity inventory financings brown leads group notes exciting time enron eim grea t example utilizing enron wholesale business model commodities othe r gas power ability finance complicated transactions usi ng financial engineering skills developed enron creates competitive advantage transaction teams allow develop new products d fund products competitively using large amounts enron capital news vision dandy sustainable company excellence comes huge s table able managers dont believe read break th e rules worlds greatest managers differently simon schuster gallup execs marcus buckingham curt coffman heres boileddown version great managers organization s glue create hold scores folks power highperforming companies tom peters fast company subsidiary o f news world report revised presentation library link access analyst slides url simply url click enter button access presentations mad e meeting welcome new hires egm leticia mcashanfinancial operations ena leann waltonresearch transfers ena joseph wagner marcus edmonds santiago garcia stacy dunegan sha ne green roman zadorozhny praveen mellacheruvu seksan kiatsupaibul charles ward victor munoz paulette roberts egm steven jacobellis margaret cowan alisa green eim deborah chance eugenio perez nuggets notes vision worlds leading energy com pany worlds leading company jeff skilling allemployee meeting tell bank dying lend steel industry brown vice presidentfinance eim theres thing comp emergency sheila knudsen vice presidenthuman resources ena news global flash weather deal enron traded weather derivative deal rock garden restaurant londons covent garden based cold day index deal protects rock garden summer days certain temperatur e march june number days reached rock garden receive payout day reference temperature payouts weighted reflect greater earning potential months compared blind auction enron beat risk takers price deal legal stuff information contained newsletter confidential proprietar y enron corp subsidiaries intended internal use disclosed,Meeting / Scheduling,0,Meeting Feedback
US Gas EOL Market Value,total mark market value gas eol deals physical deals totalled financial deals totalled let know questions,Other / Uncategorized,0,Meeting Feedback
The FINAL version of the Section white paper,paper filed ferc tomorrow heres copy file ron send final version cover motion tomorrow sa enron white paper finaldoc,Other / Uncategorized,0,Meeting Feedback
FW Locations for study,original message john morris sent wednesday december pm nancy barton claire burum janice alperin david hendrickson janice parker sally turley norma boddy prince mcdougal cc joan dreskin subject locations study privileged confidential prepared counsel attached spreadsheet containing locations capture data study tried specify locations meaningful market context pipelines determine capacity questions believe change appropriate feel free email,Report / Summary,0,Meeting Feedback
February Crises and Opportunity Update,crisis opportunity power markets march aladdin hotel las vegas click view crisis opportunity power markets  february crisis opportunity update youre like tens thousand read power marketing associations daily power report know industry faces unprecedented crisis blackouts credit crunch electric gas price volatility low hydro levels near summer facing time think plan solve tomorrows problems arise join power marketing associations seventh annual spring meeting power markets crisis opportunity march aladdin hotel las vegas nv crisis grabs attention opportunities palpable just click headline story powermarketerscom green mountain energy supply electricity northeast ohioans officials northeast ohio public energy council nopec texasbased green mountain energy today signed initial letter understanding green mountain supply electricity approximately residential customers nearly northeast ohio communities years  prohnopecgreenmt long island power authority proposes new plants head long island power authority richard kessel proposing building power plants long island adding generating capacity far rockaway new generation added says long island face electricity shortage summer  engcrainsnybusengcrainsnybus thermo electron selling power unit thermo electron corp waltham continued push streamline business yesterday agreeing sell power generation division transaction worth million  raldengbostonheraldbusinessengbostonheraldbusiness potomac electric buy conectiv b potomac electric power agreed acquire wilmington delbased conectiv billion cash stock  suppliersengindustrysuppliersengindustrysuppliers mexico sees goldmine power exports mexico earn billion pesos year exporting electricity united states aggressive mexicous transmission interconnection plan implemented  engimenewsengimenews utilities consider coal fuel future future power plants stable price supply activists prepared coal skyrocketing oil natural gas prices leading power generating utility companies reconsider coal attractive fuel future power plants coal tends predictable pricing supply oil natural gas said vic svec vice president public relations peabody group expect coal based generations future  rslmokeywordmissing click view crisis opportunity power markets  join power marketing association annual spring meeting discuss crises opportunities soon facing california whats store summer gas pricevolatility power market risks explained texas retail market work new powerplants big opportunity credit risk manage real prices retail market ready live price caps weather risk market transmission constraints completely intractable provider resort dumping ground web whats real isnt hype retail billing getting right youre bankrupt powerline telecom big thing rolling blackouts peak shaving distributed generation time come coal fuel future present career going whats hot today tomorrow dont miss popular seminar newbies just feel need step fit big pictu fundamentals power marketing march click view crisis opportunity power markets ,Meeting / Scheduling,0,Meeting Feedback
,mbfleming yo trogg buddy mbfleming hows week going trogg im tired trogg want sleep worst way mbfleming day odd mbfleming trogg like fridays mbfleming fridays better mbfleming job search trogg yes sir mite really trogg whats scoop trogg going work barer rite mbfleming going work marathon oil trogg barker trogg cool trogg start trogg going doing trogg tell mbfleming time trogg oh dont worry wrote time mbfleming meant question time mbfleming san felipe galleria mbfleming start mondaytuesday trogg people echattig moment stop answer questions mbfleming phone trogg oh ok mbfleming starting new group doing business develp marketing trogg tell trogg want mbfleming tell people trogg tittttle trogg new group business going develope mbfleming phone hold trogg grrrrrr mbfleming working title marketing existing assets discoveries looking markets wanting marketing oriented opposed just trading existing supply trogg wow man mbfleming great group biga nd fat flat org chart trogg congradulations im sure ill love having new boss mbfleming trogg shoe shine car wash boy mbfleming means come way buy lunch trogg dont worry ill trogg ingrid said happy mbfleming thank,Legal / Compliance,0,Meeting Feedback
New Friedwire login,new login  login enron password enron,Other / Uncategorized,0,Meeting Feedback
CGLF deal,entered deal sitara ena inherited deal ces sale nashville gas company cglf mainline entered pricing volume terms comments ps nashville process assigning deal sempra,Other / Uncategorized,0,Meeting Feedback
TradersNewsPower website logon update,note previous logon information tradersnewspower website expired new logon information follows user id enronhr password power,HR / Personal,0,Meeting Feedback
PastoriaKern River,hi gerald ron coker talking stephanie kern rivers approval substitute security calpine order ena released send ron current version transportation agreement understand negotiated kern wouldnt executed later understanding correct firm commitment ena place n th accomplished amendment precedent agreement does draft additional amendment exist need reach direct number fax,Other / Uncategorized,0,Meeting Feedback
SDGE Credits,currently issue annual merger savings credit sdge rate reduction bond credits sdge recently refunded credits customers check currently process collecting credits commercial accounts recover credits amounting residential customers description reason credit credit possible unique set circumstances involving electric industry restructuring proceeded accordance california state law ab ab required sdge lower electric rates residential small commercial customers froze rate levels years ab allowed sdge issue rate reduction bonds finance rate reduction sdge issued rate reduction bonds adequate provide rate reduction years sdge able recover costs related transition competitive market years early july sale san diego power plants higher expected prices numerous actions combination factors benefits rate reduction bonds mean sdge able distribute million customers bonds paid early current trust transfer line item sdge pays bonds continue bond life important point clarify money distributed does represent overcollections prior years customers benefited changes brought electric industry restructuring include electric rate reduction electric rate freeze monthly trust transfer credit trust transfer charge pays rate reduction bonds funded benefits customers received funding lump sum trust transfer credit enron energy services marianne castano pm dennis benevideshoueesees cc jeff dasovichnaenronenron karen cordovahoueesees diann huddlesonhoueesees subject sdge credits dennis just wanted bring item attention weve researched terms residential agreements noted silent issue creditsrefunds ive asked jeff mike day regulatory counsel ca input refund credits residential customers notwithstanding fact language original decision allowing credits does address direct access customers jeff mike recommend given current climate california action refund credits residential customers just want make sure youre board direct csc refund credit residential accountsmarianne enron energy services karen cordova pm phone fax marianne castanohoueesees cc subject sdge credits diane huddelston called lori pinder issue merger btw sdgg sempra energy year ago savings realized cpuc said savings passed customers time year september called annual merger credits pursuant commercial contracts enron entitled savings diane residential customer accounts enron keeps savings residential customer receive handle issue diane,Meeting / Scheduling,0,Meeting Feedback
Y Heartland,hi darren heartland calling trading desk looking confirmation referenced deal havent sent flagged pending mondays credit report let know soon possible credit status trade confirm,Meeting / Scheduling,0,Meeting Feedback
ExxonHPL GISB,debra perlingiere enron north america corp legal department smith street eb houston texas dperlinenroncom phone fax forwarded debra perlingierehouect stacey richardson pm debra perlingierehouect cc ellen wallumrodnaenronenron richard demingnaenronenron ann osireenronenronxgate dan j hyvlhouectect cheryl dudleyhouectect amelia allandhouectect subject exxonhpl gisb debra confirm ive able print sitara deal tagg n weird deal twomonth firm deal covering firm deals month confirmed gisb deal split moved sitara deal tagg number deal originally confirmed master purchase sale firm moved gisb following correction cp deal ticket deal reconfirmed gisb best knowledge locate deal livelink confirms deal number epmi deals print confirm tagg locate deal numbers tagg records livelink confirms epmi deals im guessing deals confirmed dcaf dont access confirms group print note deal sitara fivemonth firm deal attached gisb hpl deals im sure confirms probably help ellen wallumrod ann osire richard deming contract cheryl dudley amelia alland able help im afraid ive end im getting ready fax confirm deal split record pull sorry sbr debra perlingiere pm stacey richardsonhouectect cc subject exxonhpl gisb debra perlingiere enron north america corp legal department smith street eb houston texas dperlinenroncom phone fax,Legal / Compliance,0,Meeting Feedback
